NOM^EQUIP^POSICIO^ALTURA^GRUIX^EDAT
Dustin Moseley^ANA^Base^204.17^81.23^37.74
Ervin Santana^ANA^Base^198.81^68.4^24.14
Joe Saunders^ANA^Base^198.81^85.5^25.71
Jered Weaver^ANA^Base^212.24^87.64^24.41
Chris Resop^ANA^Pivot^201.5^94.91^24.32
Phil Seibel^ANA^Pivot^196.11^83.36^28.09
Justin Speier^ANA^Pivot^204.17^87.64^33.31
Darren Oliver^ANA^Pivot^198.81^94.05^36.4
Hector Carrasco^ANA^Pivot^198.81^94.05^37.36
Scot Shields^ANA^Pivot^196.11^72.67^31.61
Francisco Rodriguez^ANA^Pivot^193.42^79.09^25.14
Greg Jones^ANA^Pivot^198.81^83.36^30.29
Doug Mirabelli^BOS^Base^196.11^94.05^36.37
Jason Varitek^BOS^Base^198.81^98.33^34.89
George Kottaras^BOS^Base^193.42^76.95^23.79
Kevin Youkilis^BOS^Pivot^196.11^94.05^27.96
Dustin Pedroia^BOS^Aler^185.37^76.95^23.54
Alex Cora^BOS^Ala-pivot^193.42^76.95^31.37
Julio Lugo^BOS^Ala-pivot^196.11^72.67^31.29
Mike Lowell^BOS^Aler^201.5^89.78^33.01
Wily Mo Pe?a^BOS^Escorta^201.5^91.91^25.1
J.D. Drew^BOS^Escorta^196.11^85.5^31.28
Manny Ramirez^BOS^Escorta^193.42^91.06^34.75
Brandon Moss^BOS^Escorta^193.42^76.95^23.46
David Murphy^BOS^Escorta^204.17^82.08^25.37
Eric Hinske^BOS^Escorta^198.81^100.46^29.57
Coco Crisp^BOS^Escorta^193.42^79.09^27.33
David Ortiz^BOS^Aler^204.17^98.33^31.28
Curt Schilling^BOS^Base^206.86^100.46^40.29
Tim Wakefield^BOS^Base^198.81^89.78^40.58
Josh Beckett^BOS^Base^206.86^94.91^26.79
Matt Clement^BOS^Base^201.5^89.78^32.55
Jonathan Papelbon^BOS^Base^204.17^98.33^26.27
Kyle Snyder^BOS^Base^214.93^94.05^29.47
Devern Hansack^BOS^Base^198.81^76.95^29.07
Jon Lester^BOS^Base^198.81^81.23^23.15
Kason Gabbard^BOS^Base^201.5^85.5^24.9
Craig Hansen^BOS^Pivot^209.55^89.78^23.29
Hideki Okajima^BOS^Pivot^196.11^82.94^31.18
Craig Breslow^BOS^Pivot^196.11^76.95^26.56
Manny Delcarmen^BOS^Pivot^198.81^81.23^25.03
Brendan Donnelly^BOS^Pivot^201.5^102.6^35.66
Javier Lopez^BOS^Pivot^204.17^85.5^29.64
J.C. Romero^BOS^Pivot^190.75^84.64^30.74
Joel Pineiro^BOS^Pivot^196.11^85.5^28.43
Julian Tavarez^BOS^Pivot^198.81^83.36^33.77
Mike Timlin^BOS^Pivot^204.17^89.78^40.97
Nick DeBarr^BOS^Pivot^204.17^94.05^23.52
Victor Martinez^CLE^Base^198.81^81.23^28.19
Kelly Shoppach^CLE^Base^196.11^89.78^26.84
Ryan Garko^CLE^Pivot^198.81^96.19^26.16
Joe Inglett^CLE^Aler^188.06^76.95^28.67
Josh Barfield^CLE^Aler^193.42^79.09^24.2
Hector Luna^CLE^Aler^196.11^72.67^27.08
Jhonny Peralta^CLE^Ala-pivot^196.11^79.09^24.76
Andy Marte^CLE^Aler^196.11^79.09^23.36
Ben Francisco^CLE^Escorta^196.11^76.95^25.35
Shin-Soo Choo^CLE^Escorta^190.75^76.09^24.63
Franklin Gutierrez^CLE^Escorta^198.81^74.81^24.02
Grady Sizemore^CLE^Escorta^198.81^85.5^24.58
Jason Michaels^CLE^Escorta^193.42^87.21^30.82
Trot Nixon^CLE^Escorta^198.81^90.2^32.89
David Dellucci^CLE^Escorta^190.75^81.23^33.33
Casey Blake^CLE^Escorta^198.81^89.78^33.52
Travis Hafner^CLE^Aler^201.5^102.6^29.74
Paul Byrd^CLE^Base^196.11^81.23^36.24
Cliff Lee^CLE^Base^201.5^81.23^28.5
Jake Westbrook^CLE^Base^201.5^79.09^29.42
C.C. Sabathia^CLE^Base^212.24^123.98^26.61
Jeremy Sowers^CLE^Base^196.11^74.81^23.79
Rafael Perez^CLE^Pivot^201.5^79.09^24.96
Brian Slocum^CLE^Pivot^204.17^85.5^25.93
Edward Mujica^CLE^Pivot^198.81^94.05^22.81
Fernando Cabrera^CLE^Pivot^204.17^72.67^25.29
Tom Mastny^CLE^Pivot^209.55^94.05^26.07
Juan Lara^CLE^Pivot^198.81^81.23^26.09
Fausto Carmona^CLE^Pivot^204.17^94.05^23.23
Aaron Fultz^CLE^Pivot^193.42^87.64^33.49
Rafael Betancourt^CLE^Pivot^198.81^85.5^31.84
Roberto Hernandez^CLE^Pivot^204.17^106.88^42.3
Joe Borowski^CLE^Pivot^198.81^96.19^35.82
Matt Miller^CLE^Pivot^201.5^91.91^35.27
Jason Davis^CLE^Pivot^209.55^89.78^26.81
Mike Piazza^OAK^Base^201.5^91.91^38.49
Jason Kendall^OAK^Base^193.42^83.36^32.68
Adam Melhuse^OAK^Base^198.81^85.5^34.93
Nick Swisher^OAK^Pivot^193.42^82.94^26.26
Dan Johnson^OAK^Pivot^198.81^94.05^27.56
Donald Murphy^OAK^Aler^188.06^76.95^23.98
Mark Ellis^OAK^Aler^190.75^76.95^29.73
Marco Scutaro^OAK^Ala-pivot^188.06^72.67^31.33
Bobby Crosby^OAK^Ala-pivot^201.5^83.36^27.13
Mark Kiger^OAK^Ala-pivot^190.75^76.95^26.75
Antonio Perez^OAK^Aler^190.75^72.67^27.09
Eric Chavez^OAK^Aler^196.11^88.06^29.23
Milton Bradley^OAK^Escorta^193.42^87.64^28.88
Shannon Stewart^OAK^Escorta^190.75^85.5^33.01
Bobby Kielty^OAK^Escorta^196.11^96.19^30.57
Mark Kotsay^OAK^Escorta^193.42^85.93^31.24
Ryan Goleski^OAK^Escorta^201.5^96.19^24.95
Jeremy Brown^OAK^Aler^188.06^96.61^27.35
Jason Windsor^OAK^Base^198.81^99.61^24.62
David Shafer^OAK^Base^198.81^76.95^24.98
Joe Blanton^OAK^Base^201.5^96.19^26.22
Brad Halsey^OAK^Base^196.11^76.95^26.04
Dan Haren^OAK^Base^206.86^94.05^26.45
Rich Harden^OAK^Base^196.11^76.95^25.25
Joe Kennedy^OAK^Base^204.17^101.32^27.77
Esteban Loaiza^OAK^Base^201.5^91.91^35.16
Alan Embree^OAK^Pivot^198.81^81.23^37.1
Jay Witasick^OAK^Pivot^204.17^100.46^34.51
Justin Duchscherer^OAK^Pivot^201.5^81.23^29.28
Kiko Calero^OAK^Pivot^196.11^76.95^32.14
Chad Gaudin^OAK^Pivot^190.75^70.54^23.94
Lenny DiNardo^OAK^Pivot^204.17^83.36^27.45
Scott Dunn^OAK^Pivot^201.5^85.5^28.77
Huston Street^OAK^Pivot^193.42^81.23^23.58
Ron Flores^OAK^Pivot^190.75^81.23^27.56
Jay Marshall^OAK^Pivot^206.86^79.09^24.01
Marcus McBeth^OAK^Pivot^196.11^79.09^26.52
Jorge Posada^NYY^Base^198.81^87.64^35.54
Wil Nieves^NYY^Base^190.75^81.23^29.43
Andy Phillips^NYY^Pivot^193.42^87.64^29.9
Doug Mientkiewicz^NYY^Pivot^198.81^88.06^32.7
Josh Phelps^NYY^Pivot^201.5^94.05^28.8
Miguel Cairo^NYY^Aler^196.11^88.92^32.82
Robinson Cano^NYY^Aler^193.42^72.67^24.36
Derek Jeter^NYY^Ala-pivot^201.5^83.36^32.68
Alex Rodriguez^NYY^Aler^201.5^89.78^31.59
Johnny Damon^NYY^Escorta^198.81^81.23^33.32
Bobby Abreu^NYY^Escorta^193.42^90.2^32.97
Hideki Matsui^NYY^Escorta^198.81^98.33^32.72
Melky Cabrera^NYY^Escorta^190.75^72.67^22.55
Kevin Thompson^NYY^Escorta^188.06^79.09^27.45
Jason Giambi^NYY^Aler^201.5^98.33^36.14
Mike Mussina^NYY^Base^198.81^79.09^38.23
Carl Pavano^NYY^Base^206.86^103.03^31.14
Andy Pettitte^NYY^Base^206.86^96.19^34.71
Darrell Rasner^NYY^Base^201.5^89.78^26.13
Jeff Karstens^NYY^Base^201.5^74.81^24.43
Humberto Sanchez^NYY^Base^209.55^98.33^23.76
Chien-Ming Wang^NYY^Base^201.5^85.5^26.92
Sean Henn^NYY^Pivot^204.17^91.91^25.85
Scott Proctor^NYY^Pivot^196.11^84.64^30.16
Brian Bruney^NYY^Pivot^201.5^96.61^25.03
Chris Britton^NYY^Pivot^201.5^118.85^24.21
T.J. Beam^NYY^Pivot^212.24^91.91^26.51
Jose Veras^NYY^Pivot^206.86^98.33^26.36
Kyle Farnsworth^NYY^Pivot^204.17^102.6^30.88
Luis Vizcaino^NYY^Pivot^190.75^78.66^32.57
Mike Myers^NYY^Pivot^201.5^93.62^37.68
Mariano Rivera^NYY^Pivot^198.81^72.67^37.25
Ivan Rodriguez^DET^Base^185.37^93.19^35.25
Vance Wilson^DET^Base^190.75^81.23^33.95
Sean Casey^DET^Pivot^204.17^96.19^32.66
Chris Shelton^DET^Pivot^193.42^94.05^26.68
Omar Infante^DET^Aler^193.42^75.24^25.18
Placido Polanco^DET^Aler^188.06^81.23^31.39
Neifi Perez^DET^Aler^193.42^84.22^33.74
Carlos Guillen^DET^Ala-pivot^196.11^87.21^31.42
Ramon Santiago^DET^Ala-pivot^190.75^71.39^27.5
Tony Giarratano^DET^Ala-pivot^193.42^76.95^24.25
Brandon Inge^DET^Aler^190.75^83.36^29.78
Craig Monroe^DET^Escorta^196.11^94.05^30.0
Magglio Ordo?ez^DET^Escorta^193.42^91.91^33.09
Curtis Granderson^DET^Escorta^196.11^79.09^25.96
Brent Clevlen^DET^Escorta^198.81^81.23^23.34
Marcus Thames^DET^Escorta^198.81^87.64^29.98
Gary Sheffield^DET^Escorta^193.42^87.64^38.28
Mike Rabelo^DET^Aler^196.11^85.5^27.12
Zach Miner^DET^Base^201.5^85.5^24.97
Jeremy Bonderman^DET^Base^198.81^89.78^24.34
Nate Robertson^DET^Base^198.81^91.91^29.49
Justin Verlander^DET^Base^206.86^85.5^24.02
Virgil Vasquez^DET^Base^201.5^87.64^24.73
Kenny Rogers^DET^Base^196.11^90.2^42.3
Mike Maroth^DET^Base^193.42^81.23^29.54
Fernando Rodney^DET^Pivot^190.75^88.92^29.95
Chad Durbin^DET^Pivot^198.81^85.5^29.24
Jason Grilli^DET^Pivot^206.86^89.78^30.3
Jose Mesa^DET^Pivot^201.5^99.18^40.77
Todd Jones^DET^Pivot^201.5^98.33^38.85
Joel Zumaya^DET^Pivot^201.5^89.78^22.31
Jordan Tata^DET^Pivot^209.55^94.05^25.44
Andrew Miller^DET^Pivot^209.55^89.78^21.78
Yorman Bazardo^DET^Pivot^198.81^86.36^22.64
Wilfredo Ledezma^DET^Pivot^204.17^90.63^26.11
Roman Colon^DET^Pivot^209.55^96.19^27.55
Edward Campusano^DET^Pivot^204.17^72.67^24.63
Rene Rivera^SEA^Base^188.06^81.23^23.58
Kenji Johjima^SEA^Base^193.42^85.5^30.73
Richie Sexson^SEA^Pivot^214.93^101.32^32.17
Ben Broussard^SEA^Pivot^198.81^94.05^30.43
Jose Lopez^SEA^Aler^198.81^72.67^23.27
Jose Vidro^SEA^Aler^190.75^82.51^32.51
Yuniesky Betancourt^SEA^Ala-pivot^188.06^81.23^25.08
Oswaldo Navarro^SEA^Ala-pivot^193.42^64.12^22.41
Adrian Beltre^SEA^Aler^190.75^94.05^27.9
Raul Ibanez^SEA^Escorta^198.81^85.5^34.74
Jose Guillen^SEA^Escorta^190.75^81.23^30.79
Jeremy Reed^SEA^Escorta^193.42^79.09^25.71
Willie Bloomquist^SEA^Escorta^190.75^79.09^29.26
Adam Jones^SEA^Escorta^198.81^85.5^21.58
Ichiro Suzuki^SEA^Escorta^185.37^73.53^33.36
Mike Morse^SEA^Escorta^204.17^94.05^24.94
Felix Hernandez^SEA^Base^201.5^96.19^20.9
Ryan Feierabend^SEA^Base^201.5^81.23^21.52
Sean White^SEA^Base^204.17^83.36^25.85
Horacio Ramirez^SEA^Base^196.11^93.62^27.27
Cha Baek^SEA^Base^204.17^81.23^26.75
Miguel Batista^SEA^Base^196.11^84.22^36.03
Jeff Weaver^SEA^Base^206.86^85.5^30.52
Jarrod Washburn^SEA^Base^196.11^83.36^32.55
George Sherrill^SEA^Pivot^193.42^89.78^29.86
Julio Mateo^SEA^Pivot^193.42^75.67^29.58
J.J. Putz^SEA^Pivot^206.86^94.05^30.02
Chris Reitsma^SEA^Pivot^206.86^100.46^29.16
Cesar Jimenez^SEA^Pivot^190.75^76.95^22.3
Eric O'Flaherty^SEA^Pivot^198.81^83.36^22.06
Jon Huber^SEA^Pivot^198.81^83.36^25.65
Jake Woods^SEA^Pivot^196.11^81.23^25.49
Sean Green^SEA^Pivot^209.55^98.33^27.86
Mark Lowe^SEA^Pivot^201.5^81.23^23.73
Josh Paul^TB^Base^196.11^85.5^31.78
Dioner Navarro^TB^Base^188.06^81.23^23.06
Shawn Riggans^TB^Base^198.81^81.23^26.6
Ty Wigginton^TB^Pivot^193.42^85.5^29.39
Brendan Harris^TB^Aler^196.11^85.5^26.51
Jorge Cantu^TB^Aler^196.11^78.66^25.08
Ben Zobrist^TB^Ala-pivot^201.5^85.5^25.76
B.J. Upton^TB^Aler^201.5^76.95^22.52
Carl Crawford^TB^Escorta^198.81^93.62^25.57
Rocco Baldelli^TB^Escorta^204.17^79.94^25.43
Greg Norton^TB^Escorta^196.11^85.5^34.65
Elijah Dukes^TB^Escorta^198.81^94.05^22.68
Delmon Young^TB^Escorta^201.5^87.64^21.46
Jonny Gomes^TB^Aler^196.11^87.64^26.27
Edwin Jackson^TB^Base^201.5^81.23^23.47
Scott Kazmir^TB^Base^193.42^72.67^23.1
Casey Fossum^TB^Base^196.11^68.4^29.14
Jae Seo^TB^Base^196.11^91.91^29.77
J.P. Howell^TB^Base^193.42^74.81^23.85
Tim Corcoran^TB^Base^198.81^87.64^28.88
Jason Hammel^TB^Base^209.55^85.5^24.49
James Shields^TB^Base^204.17^91.49^25.19
Brian Stokes^TB^Base^196.11^85.5^27.48
Juan Salas^TB^Pivot^198.81^81.23^28.31
Jeff Ridgway^TB^Pivot^201.5^76.95^26.54
Ruddy Lugo^TB^Pivot^188.06^87.64^26.77
Jae-Kuk Ryu^TB^Pivot^201.5^94.05^23.75
Chad Orvella^TB^Pivot^190.75^81.23^26.41
Dan Miceli^TB^Pivot^193.42^91.91^36.47
Seth McClung^TB^Pivot^209.55^100.46^26.06
Jon Switzer^TB^Pivot^201.5^81.65^27.55
Shawn Camp^TB^Pivot^196.11^85.5^31.28
Scott Dohmann^TB^Pivot^196.11^77.38^29.04
Jason LaRue^KC^Base^190.75^85.5^32.95
John Buck^KC^Base^201.5^89.78^26.65
Ryan Shealy^KC^Pivot^206.86^102.6^27.5
Ross Gload^KC^Pivot^193.42^79.09^30.9
Esteban German^KC^Aler^185.37^70.54^29.09
Mark Grudzielanek^KC^Aler^196.11^81.23^36.67
Angel Sanchez^KC^Aler^198.81^79.09^23.44
Angel Berroa^KC^Ala-pivot^193.42^74.81^29.09
Andres Blanco^KC^Ala-pivot^188.06^66.26^22.89
Mark Teahen^KC^Aler^201.5^89.78^25.48
Joey Gathright^KC^Escorta^188.06^72.67^25.84
David DeJesus^KC^Escorta^193.42^74.81^27.2
Shane Costa^KC^Escorta^193.42^94.05^25.22
Mitch Maier^KC^Escorta^198.81^89.78^24.67
Reggie Sanders^KC^Escorta^196.11^87.64^39.25
Emil Brown^KC^Escorta^198.81^85.5^32.17
Mike Sweeney^KC^Aler^201.5^96.19^33.61
John Bale^KC^Base^204.17^87.64^32.77
Luke Hudson^KC^Base^201.5^83.36^29.83
Scott Elarton^KC^Base^214.93^102.6^31.02
Odalis Perez^KC^Base^193.42^64.12^29.73
Gil Meche^KC^Base^201.5^85.5^28.48
Neal Musser^KC^Base^196.11^91.91^26.51
Brian Bannister^KC^Base^198.81^86.36^26.0
Zack Greinke^KC^Base^198.81^85.5^23.36
Jorge De La Rosa^KC^Base^196.11^81.23^25.9
Todd Wellemeyer^KC^Pivot^201.5^87.64^28.5
Jimmy Gobble^KC^Pivot^201.5^81.23^25.62
Joel Peralta^KC^Pivot^190.75^68.4^30.94
Ryan Braun^KC^Pivot^196.11^91.91^26.59
Joakim Soria^KC^Pivot^201.5^79.09^22.78
Ken Ray^KC^Pivot^198.81^85.5^32.26
David Riske^KC^Pivot^198.81^81.23^30.35
Octavio Dotel^KC^Pivot^193.42^89.78^33.26
Joe Nelson^KC^Pivot^198.81^79.09^32.35
Gerald Laird^TEX^Base^198.81^94.05^27.3
Miguel Ojeda^TEX^Base^198.81^81.23^32.08
Guillermo Quiroz^TEX^Base^196.11^86.36^25.25
Chris Stewart^TEX^Base^204.17^87.64^25.03
Mark Teixeira^TEX^Pivot^201.5^94.05^26.89
Ian Kinsler^TEX^Aler^193.42^74.81^24.69
Joaquin Arias^TEX^Ala-pivot^196.11^68.4^22.44
Michael Young^TEX^Ala-pivot^196.11^81.23^30.36
Hank Blalock^TEX^Aler^196.11^85.5^26.27
Marlon Byrd^TEX^Escorta^193.42^97.9^29.5
Brad Wilkerson^TEX^Escorta^193.42^88.06^29.75
Sammy Sosa^TEX^Escorta^193.42^94.05^38.3
Kenny Lofton^TEX^Escorta^193.42^76.95^39.75
Frank Catalanotto^TEX^Escorta^190.75^83.36^32.84
Nelson Cruz^TEX^Escorta^201.5^74.81^26.66
Jason Botts^TEX^Aler^206.86^106.88^26.6
Robinson Tejeda^TEX^Base^201.5^80.37^24.94
John Rheinecker^TEX^Base^198.81^98.33^27.76
Edinson Volquez^TEX^Base^196.11^81.23^23.66
A.J. Murray^TEX^Base^201.5^85.5^24.96
Brandon McCarthy^TEX^Base^212.24^81.23^23.65
Vicente Padilla^TEX^Base^198.81^93.62^29.42
Kevin Millwood^TEX^Base^204.17^100.46^32.18
John Koronka^TEX^Base^196.11^76.95^26.66
Frank Francisco^TEX^Pivot^198.81^76.95^27.47
Francisco Cruceta^TEX^Pivot^198.81^76.95^25.66
Akinori Otsuka^TEX^Pivot^193.42^85.5^35.13
Eric Gagne^TEX^Pivot^198.81^100.04^31.15
Ron Mahay^TEX^Pivot^198.81^79.09^35.67
Joaquin Benoit^TEX^Pivot^201.5^94.05^29.6
Rick Bauer^TEX^Pivot^209.55^95.33^30.14
Josh Rupe^TEX^Pivot^198.81^85.5^24.53
Wes Littleton^TEX^Pivot^198.81^89.78^24.49
C.J. Wilson^TEX^Pivot^198.81^85.5^26.28
Scott Feldman^TEX^Pivot^206.86^89.78^24.06
Gregg Zaun^TOR^Base^188.06^81.23^35.88
Jason Phillips^TOR^Base^196.11^75.67^30.42
Lyle Overbay^TOR^Pivot^198.81^97.04^30.09
Russ Adams^TOR^Aler^196.11^76.95^26.5
Aaron Hill^TOR^Aler^190.75^83.36^24.94
Jason Smith^TOR^Aler^201.5^85.07^29.6
John McDonald^TOR^Ala-pivot^190.75^74.81^32.43
Royce Clayton^TOR^Ala-pivot^193.42^79.09^37.16
Troy Glaus^TOR^Aler^206.86^102.6^30.57
John Hattig^TOR^Aler^198.81^89.78^27.01
Reed Johnson^TOR^Escorta^188.06^76.95^30.23
Alex Rios^TOR^Escorta^206.86^82.94^26.03
Vernon Wells^TOR^Escorta^196.11^96.19^28.23
Frank Thomas^TOR^Aler^206.86^117.56^38.76
Adam Lind^TOR^Aler^198.81^83.36^23.62
Shaun Marcum^TOR^Base^193.42^76.95^25.21
Casey Janssen^TOR^Base^204.17^87.64^25.45
Gustavo Chacin^TOR^Base^190.75^82.51^26.24
A.J. Burnett^TOR^Base^204.17^98.33^30.15
Roy Halladay^TOR^Base^209.55^98.33^29.8
John Thomson^TOR^Base^201.5^94.05^33.41
Tomo Ohka^TOR^Base^196.11^85.5^30.95
B.J. Ryan^TOR^Pivot^209.55^106.45^31.17
Scott Downs^TOR^Pivot^198.81^81.23^30.95
Brian Tallet^TOR^Pivot^212.24^88.92^29.44
Matt Roney^TOR^Pivot^201.5^104.74^27.14
Tracy Thorpe^TOR^Pivot^204.17^106.88^26.21
Jean Machi^TOR^Pivot^193.42^68.4^24.08
Brandon League^TOR^Pivot^201.5^82.08^23.96
Dustin McGowan^TOR^Pivot^201.5^94.05^24.94
Jason Frasor^TOR^Pivot^188.06^72.67^29.56
Francisco Rosario^TOR^Pivot^193.42^84.22^26.42
Davis Romero^TOR^Pivot^188.06^66.26^23.92
Jeremy Accardo^TOR^Pivot^198.81^81.23^25.23
Mike Redmond^MIN^Base^190.75^85.5^35.82
Joe Mauer^MIN^Base^204.17^94.05^23.87
Chris Heintz^MIN^Base^196.11^89.78^32.57
Justin Morneau^MIN^Pivot^204.17^97.47^25.79
Luis Castillo^MIN^Aler^190.75^81.23^31.47
Alexi Casilla^MIN^Aler^185.37^68.4^22.61
Alejandro Machado^MIN^Aler^193.42^78.66^24.85
Jason Bartlett^MIN^Ala-pivot^193.42^76.95^27.33
Luis Rodriguez^MIN^Aler^185.37^76.95^26.67
Jeff Cirillo^MIN^Aler^196.11^85.5^37.43
Nick Punto^MIN^Aler^185.37^75.24^29.31
Jason Tyner^MIN^Escorta^196.11^68.4^29.85
Michael Cuddyer^MIN^Escorta^198.81^94.91^27.93
Torii Hunter^MIN^Escorta^198.81^90.2^31.62
Lew Ford^MIN^Escorta^193.42^83.36^30.55
Jason Kubel^MIN^Escorta^190.75^85.5^24.77
Josh Rabe^MIN^Aler^198.81^89.78^28.38
Rondell White^MIN^Aler^196.11^96.19^35.02
Ramon Ortiz^MIN^Base^193.42^74.81^33.77
Johan Santana^MIN^Base^193.42^88.06^27.97
Carlos Silva^MIN^Base^204.17^102.6^27.85
Matt Garza^MIN^Base^204.17^79.09^23.26
Boof Bonser^MIN^Base^204.17^111.15^25.38
Francisco Liriano^MIN^Base^198.81^79.09^23.35
Scott Baker^MIN^Base^204.17^94.48^25.45
Pat Neshek^MIN^Pivot^201.5^87.64^26.49
Glen Perkins^MIN^Pivot^190.75^85.5^24.0
Julio DePaula^MIN^Pivot^193.42^72.67^24.16
Juan Rincon^MIN^Pivot^190.75^85.93^28.1
Jesse Crain^MIN^Pivot^196.11^87.64^25.65
Matt Guerrier^MIN^Pivot^201.5^79.09^28.58
Joe Nathan^MIN^Pivot^204.17^87.64^32.27
Dennys Reyes^MIN^Pivot^201.5^104.74^29.86
Brayan Pe?a^ATL^Base^190.75^94.05^25.14
Brian McCann^ATL^Base^201.5^89.78^23.03
Craig Wilson^ATL^Pivot^198.81^94.05^30.25
